,tweet,emoji,polarity,emotion
942,"This is what the food warehouses near #Kiev destroyed by #Russian missile strikes look like 🤬😰🇷🇺🚀💣
#StopPutin #StopRussia #StopPutinsWar #StopWarInUkraine #StopRussianAggression https://t.co/PmcZqfotHR",['🤬'],0,4
943,"Fear of Western Sanctions no Longer a Threat 🤣
#Putin #Masterstroke 
Ruble is the Best performing currency against USD for the month of March
1 USD = 139 Ruble 7th March 2022
1 USD = 81 Ruble 31st March 2022
#BidenWorstPresidentEver",['🤣'],1,1
944,"#AprilFoolsDay ""Go fuck yourself Putin"" Traffic Lights in #Ukraine today....fuckers 😱🤣🤣💩😂😂😂
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣', '😂', '😂', '😂']",1,1
945,"#heatpumps and #electriccars powered by #Russian gas and coal once again in #Ireland 😬👇

We have targets for 600,000 heatpumps and 1,000,000 electric cars in 8 years 🤯 What could possibly go wrong? 🤔🌍

#COP26 #ClimateAction #EnergyTransition #RussiaUkraineWar https://t.co/OszfrvBrlJ",['😬'],0,6
946,"Thanks for everything you do for the people who live in this beautiful country! Everyone please retweet this message to everyone you know who loves the people of Ukraine!💯‼️
😭💖🙏🏻 #SlavaUkraini https://t.co/v9EjmLnbF4",['😭'],0,3
947,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
948,"@Shenz95831520 @chieru_bE @Mentimoen ""#Russia is trying to #regroup, #resupply and step up its offensive in #Donbass,"" #NATO Secretary General Jens Stoltenberg told during press conference in #Brussels

😂😂😂😂😂😂😂😂😂😂kocar kacir😂😂😂😂😂😂😂😂😂😂","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,1
949,"This is really wild! 😬😳😱
#UkraineRussianWar
#Ukraine #Russia #RussiaUkraine
https://t.co/Lt0zTuZIDa",['😬'],0,6
950,"@gnome_196883 Lately, when I buy flowers, I try to combine 💙✕💛 flowers.💐😊
#StandWithUkraine 💪 https://t.co/BEkmRUX6uU",['😊'],1,1
951,"#heatpumps and #electriccars powered by #Russian gas and coal once again in #Ireland 😬👇

We have targets for 600,000 heatpumps and 1,000,000 electric cars in 8 years 🤯 What could possibly go wrong? 🤔🌍

#COP26 #ClimateAction #EnergyTransition #RussiaUkraineWar https://t.co/OszfrvBrlJ",['😬'],0,6
952,@JosephJFlynn1 You can’t even make this stuff up! Yet nobody is held responsible! It gets skewed by the stupid #russia #Ukraine crap! We r all sick of it! NY here! Yup! #democratic state. LOL lots of #Patriots here! 😊,['😊'],1,1
953,"#Ukraine 
1 of the crazies from the nationalist Svoboda Party, #IrinaFarion is upset that Ukr refugees in #Poland speak in Russian (Putin's language) thereby embarrassing Ukr.Acc to her, the Poles are worried #Putin might invade them to liberate the Rus speaking population 😀 https://t.co/2pAobFfLMO",['😀'],1,1
954,"@NoLieWithBTC Dumb Trump supporters need to stop denying #Putin/#Trump connection! All OUT there with it now. Lol. Just all bold highlight about it. 😂 They think Putin can do what he wants here, too. Lol. Hell no! They will BOTH FAIL because Democracy doesn't work like dictatorships...",['😂'],1,1
955,"Dumb Trump supporters need to stop denying #Putin/#Trump connection! All OUT there with it now. Lol. Just all bold highlight about it. 😂 They think Putin can do what he wants here, too. Lol. Hell no! They will BOTH FAIL because Democracy doesn't work like dictatorships... https://t.co/L2fN2tVFES",['😂'],1,1
956,"I think this is great..#Ukraine should be bringing the war to #Russia...#Putin #invadedUkraine 🤬  
The death &amp; destruction Ukrainians have suffered is #catastrophic
 https://t.co/9VXjoMiyPc",['🤬'],0,4
957,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
958,#UkraineUnderAttaсk #Ukraina #Putin  Just good business - or just a fail! 🤣🤣🤣 https://t.co/cfMyDEYQVn,"['🤣', '🤣', '🤣']",1,1
959,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
960,"@EmbassyofRussia @mfa_russia @PMSimferopol @RussiaUN @RusEmbJakarta @RussianEmbassy @RusEmbAU @RusEmbUSA @RussianEmbassyC @mahasharampedi @shanebrahim7 Ah, Zaki! You are the best liar of all 😍 The ease with which you invent facts and disregard the killing of children and civilians is really impressive! 👍 Keep up the good work! #standwithrussia #UkraineRussianWar #Ukraine #RussianArmy #Donbass #Zakharova",['😍'],1,1
961,"@EmbassyofRussia @mfa_russia @PMSimferopol @RussiaUN @RusEmbJakarta @RussianEmbassy @RusEmbAU @RusEmbUSA @RussianEmbassyC @mahasharampedi @shanebrahim7 Ah, Zaki! You are the best liar of all 😍 The ease with which you invent facts and disregard the killing of children and civilians is really impressive! 👍 Keep up the good work! #standwithrussia #UkraineRussianWar #Ukraine #RussianArmy #Donbass #Zakharova",['😍'],1,1
962,@AnonOpsSE Good Morning #Anonymous. Getting into some good mischief on April Fools I see!!😎🤣😂😘,"['🤣', '😂']",1,1
963,"I got to see the Mi-24 in action in Afghanistan, and it was a sight to behold. Imagine being a Russian woken up to the sound of #Ukranianvengence 😍😍#ukraine #UkraineRussiaWar https://t.co/kkErVJdv1H","['😍', '😍']",1,1
964,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
965,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
966,Everything on this picture looks puuurfect 😍#SlavaUkraini #cats #CatsOfTwitter #CatsOfUkraine #Ukrainianheroes #woman #beautiful #BeautifulUkraine #beautifulgirl #StopPutinNOW #StopRussianAgression https://t.co/mguJzSn7WG,['😍'],1,1
967,"#Russian forces mined the road near #Borodyanka(#Kyiv region) 🤬

#Ukrainians don't scare of #mines.

#Ukraine #UkraineWar #WARINUKRAINE #RussianWarCrimes #CrimesAgainstHumanity #Crimesofwar #CrimesAgainstChildren #StopRussia #StopRussianAgression #RussianAggression https://t.co/vX9HinFeEE",['🤬'],0,4
968,"@olex_scherba Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
969,Everything on this picture looks puuurfect 😍#SlavaUkraini #cats #CatsOfTwitter #CatsOfUkraine #Ukrainianheroes #woman #beautiful #BeautifulUkraine #beautifulgirl #StopPutinNOW #StopRussianAgression https://t.co/mguJzSn7WG,['😍'],1,1
970,"#RussiaUkraine #Witches 
Ukraine vs Russia - Battle of the Witches 😀
via @akarlin0 https://t.co/blTV4CtG7a",['😀'],1,1
971,"🇺🇦⚡In #Odessa, the commander of the defense Colonel #AndreyKislovsky was caught by Ukrainian security forces in an underground brothel orgy with transvestite. 😂

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/uVa2xF436k",['😂'],1,1
972,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
973,"#ImranKhan made the people of #Pakistan a Fool, Now the people of Pakistan will make Imran a Bloody Fool.😂😂😂
The people of #Russia are also going to throw #Putin out of power soon!😂😂😂 https://t.co/j4gl5ODmv5","['😂', '😂', '😂', '😂', '😂', '😂']",1,1
974,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
975,@beyerstein @aravosis @Johngcole @CherylRofer @Green_Footballs @kiddle Lol wut?😂 Does #China  really think this line of propaganda is going to work? 🙄 #RussianUkrainianWar https://t.co/hPKVzikBye,['😂'],1,1
976,"@DefiantLs @POTUS @JoeBiden made #USA the stage of international comedy show.

Now even a jihadi country like Pakistan whose economy is running by selling donkeys is not taking USA seriously. 😂🤣🙏

What a fall ! 

Everyone making Joe(Fun) of #Biden  🤣

#TRUMP2024 #BidenIsAFailure","['😂', '🤣', '🤣']",1,1
977,"@iamavikjordan Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
978,"@hizbie_ Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
979,"But....
Indeed! #Ukraine #Russia #MSM equals #SoME 
#dkmedier / #Danmark right at the bottom of it all🥀😠🥀 https://t.co/mp6Qu6TDoL",['😠'],0,4
980,"@POTUS Ukraine should start sending cruise missiles into cities in western Russia, let Putin know how it feels to have your own country’s women and children coldly and needlessly slaughtered!😡 #7YearsOfWarOnYemen #Russia #RussianUkrainianWar",['😡'],0,4
981,"@News18India @arunsingh4775 Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
982,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
983,"@aajtak @anjanaomkashyap Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
984,"The life that Russia has taken away from us🤬

Author: Vika Krokhina💛💙

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #StopRussianAggression #nowarinukraine https://t.co/7YdOOArTql",['🤬'],0,4
985,"@ZeeOdisha Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
986,"@NHN_Newhorizon Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
987,"The Russian occupiers were told: ""It will be a glorious hunt in Ukraine."" But then they surrender to the Ukrainian forces. Tell Vladimir Putin to bring them home, mother Russia 😭 #Russia #Ukraine

Video via Ukrinfom TV https://t.co/7S17Pyn5ER",['😭'],0,3
988,"@fifamedia @FIFAcom @ForumSEC ⚽️ 🤬 FIFA has approved Russian as the official language.
Yesterday, at its meeting in Qatar, the Congress of the organization approved the #Russian language as one of the official in the organization.",['🤬'],0,4
989,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
990,"I am an #Indian
I condemn the #GOI opportunist #Politics 
@narendramodi How can U deal with #Russia when 1000's of innocents are becoming #Homeless #killed for no fault of there's😔

#India 🇮🇳 cannot support this #gruesome #WARINUKRAINE

#shameful #IndiaAgainstWar
#StopRussia https://t.co/ubHR0Bulcg",['😔'],0,3
991,"@gauravcsawant Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
992,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
993,"#Mariupol #DGSE #SPY #HelicopterCrash

Apparently 2 French spy (DGSE)
were also in the helicopter who crashed. 😔 https://t.co/g3jwBE2Ytp",['😔'],0,3
994,"@POTUS How are the prices for drugs now, president? Can you ask your son #Hunter? He should know, because he is a drug and #biolabs specialist 😂😂😂😂 #Biden

https://t.co/Ua6OULNxRw","['😂', '😂', '😂', '😂']",1,1
995,"#Mariupol #DGSE #SPY #HelicopterCrash

Apparently 2 French spy (DGSE)
were also in the helicopter who crashed. 😔 https://t.co/g3jwBE2Ytp",['😔'],0,3
996,"@ChuckCallesto BRING IN #NATO TO PROTECT OUR SOUTHERN BORDER!!! 'CAUSE THIS PRESIDENT DOESN'T GIVE A F***!!!! 🤬 
#BuildTheWall",['🤬'],0,4
997,"I wonder what the rules are on instructing people to spam @TwitterSupport. That Russian propagandist Gonzalo Lira has done just that. Apparently he can communicate by telegram but losing access to Twitter cripples his ability to ""contact family"". 🤣🤣 #StandWithUkraine #FBR https://t.co/tRIBGuxYSH","['🤣', '🤣']",1,1
998,"I wonder what the rules are on instructing people to spam @TwitterSupport. That Russian propagandist Gonzalo Lira has done just that. Apparently he can communicate by telegram but losing access to Twitter cripples his ability to ""contact family"". 🤣🤣 #StandWithUkraine #FBR https://t.co/tRIBGuxYSH","['🤣', '🤣']",1,1
999,"@BBCWorld Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
1000,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
1001,"@john_sipher Much talk about who  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
1002,"This is so sad 😢
#UkraineRussiaWar #UkraineInvasion #animalsofukraine #animals #StopRussia #cats #CatsOfTwitter #CatsOfUkraine  #Ukraina https://t.co/Sizj9LJFLY",['😢'],0,3
1003,"@GLOBAL_BIHARI Much talk about who  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
1004,"@jimmywhiz Sure Much talk about who  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
1005,"🇺🇦⚡In #Odessa, the commander of the defense Colonel #AndreyKislovsky was caught by Ukrainian security forces in an underground brothel orgy with transvestite. 😂

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/uVa2xF436k",['😂'],1,1
1006,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
1007,"For what it's worth, I'd grant him clemency but only after he serves with distinction ... in Ukraine. 🤔😉😃

@TheJusticeDept | grant | #January6th | #insurrection | participants | #Clemency | provided they serve in | #Russia | #Ukraine | #War ... #Yeah! https://t.co/i6zw6yzQdd",['😃'],1,1
1008,"Congratulations Pakistan
#Amreeka #Russia 
#PresentDayMirSadiq
#سلیم_صافی_استعفیٰ_دو
Absolutely Not
#KPKElection  
Slip of Tongue
#آخری_سانس_تک_عمران_خان
#BehindYouSkipper @Karachi__Wali  @AmanHarris  @AmbreenPTI1 @Haqeeqat_TV  @NahdT5   @iamAhmadokz  @MyArmy_MyPride_  
😂😂🤣🤣 https://t.co/92PGcTdUbA","['😂', '😂', '🤣', '🤣']",1,1
1009,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1010,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
1011,"If u do not understand Kannada, plz watch it at least for 30seconds without fast forwarding,coz it ll count as one view. Plz like and subscribe, comment something like Jai Hind for algorithm. Thank u😊 @StringReveals

#Russia
#RussianUkrainianWar
https://t.co/4PeBtX7js8 https://t.co/fPjnJ8nDQ1",['😊'],1,1
1012,"🇺🇦⚡In #Odessa, the commander of the defense Colonel #AndreyKislovsky was caught by Ukrainian security forces in an underground brothel orgy with transvestite. 😂

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/uVa2xF436k",['😂'],1,1
1013,@CherrylezamaPaz ❤️😺🌈😺❤️thx so lot 😊 🙃 😊 🍀 🍀 🍀 I hope you have a wonderful start 🛫 to the weekend 🎉 🎈 ☄️ with a lot of sunshine ☀ ☀️ ☀️ and many beautiful moments 🌸 🌻 🌼 🌸 💮 🌺 🍃 🌿 🌱 #StandWithUkraine 🇺🇦 🌈 ✨,"['😊', '😊']",1,1
1014,If #Russia continues this way we'll soon see the revival of the Kuban People's Republic😍💙💜💚 https://t.co/6ueDVsWpt2,['😍'],1,1
1015,"our indian News Mafia r in ICU aftr
-Corona is over
-#Russia #Ukraine️ war is almost over (no one is really interested in it)

Feeling sad for @aajtak @ZeeNews @abplivenews @ndtv @indiatvnews 

For a few days they'll survive wid Oxygen, #Pakistan n #ImranKhan

RIP journalism😭",['😭'],0,3
1016,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
1017,"If u do not understand Kannada, plz watch it at least for 30seconds without fast forwarding,coz it ll count as one view. Plz like and subscribe, comment something like Jai Hind for algorithm. Thank u😊 @StringReveals

#Russia
#RussianUkrainianWar
https://t.co/4PeBtX7js8 https://t.co/fPjnJ8nDQ1",['😊'],1,1
1018,"Biden is a bad example for everyone❌🤬

If you like this post, follow us and share it!

#Russia #Ukraine #RussiaUkraineWar #ukrainecrisis #Putin #JoeBiden #Biden  #DonaldTrump #trump #MAGA  #republicans #conservatives #republicanparty #americanlgnd #americanlgnds https://t.co/PCVixtAZJ7",['🤬'],0,4
1019,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
1020,"The #World Thought @Russia @GovernmentRF and Putin @KremlinRussia_E Leadership and Military is Strong 🤣 #Ukraine EXPOSED how Disorganized. WEAK.  #Russian Military # is NOT = Strong 😁✌️

@DefenceU @Ukraine this is History 😍 #UkraineVSRussia

https://t.co/PflYpc2X1T","['🤣', '😍']",1,1
1021,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
1022,Reminds me of a Dark Mirror Episode. Fucking great. 🤣😂💀 #OpRussia #OpUkraine #FCKPTN #FckPutin #Anonymous #hacktheplanet #MashOil https://t.co/jyKUUlaAEf,"['🤣', '😂']",1,1
1023,"Ukraine now 😭
@RTErdogan @POTUS @UN @JoeBiden @PressSec @EmmanuelMacron @OlafScholz @Bundeskanzler @JustinTrudeau @BorisJohnson @NATO @ICRC @PMaurerICRC #Ukraine #Ukrainians #Mariupol #Kyiv https://t.co/Cc9DtERFwF",['😭'],0,3
1024,To me @c_lindner face looks like he's scared of #Ukraine or rather @Klitschko may want to reiterate discussions on #EmbargorussianOil and #weaponsforUkraine  in the ring 😂😂😂 https://t.co/VWnHws4RA1,"['😂', '😂', '😂']",1,1
1025,"PORTABLE AIR CONDUTIONER

ONLY FOR _______US 🇺🇸
GIVEAWAY PRODUCT 😃
GET FULL REFUND 🤑 🤑 🤑
NEED REVIEWS.
INTERESTED 👉 PM ME 😊

#Airdrop #AprilFoolsDay #SummerVibes #USA #UkraineUnderAttaсk #UkraineRussiaWar #free #ad https://t.co/ri1dLDLBZx","['😃', '😊']",1,1
1026,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1027,"f someone is afraid to make the necessary decisions, for us to obtain planes, tanks the necessary artillery and shells it makes these people co-responsible for the catastrophe created by ruZZian troops in Ukrainian cities🤬

Part 1

#StandWithUkraine #Ukraine️ #StopRussia https://t.co/TIGOMHZtOa",['🤬'],0,4
1028,"How could Ukraine attack Belgorod if all Ukrainian planes were destroyed by Russian forces, as thier propaganda informed? 😂

#UkraineUnderAttaсk 
#Ukraine 
#Belgorod https://t.co/iWgJrJXaoB",['😂'],1,1
1029,"Maggie had borrow fuses shi for a bit 😅💭
------------------------------------
#Apex募集
#ApexLegends 
#apexlegendsclips 
#MadMaggie
#Putin
#XboxGamePass
#Murdacopa https://t.co/GjYtpIz6gR",['😅'],1,1
1030,"Tomm (Saturday) at 9.30 pm we shall have another  *MEGA QUIZ* on *UKRAINE part 5 &amp; 6*.💃ALL QSTS FROM THESE 2 VIDEOS👍
1st prize..  Rs 500
2nd prize.. Rs 300
3rd prize..  Rs 200😍
https://t.co/CIYcRrNvjq
https://t.co/ux6ERcM1DF

#GiveawayAlert #ad #free #Ukraine #Russia #Biden https://t.co/2pDTQzU09i",['😍'],1,1
1031,"🤬Schoolchildren in Russia ratted on a teacher who told them about the war in #Ukraine. Criminal charges were filed against the teacher for spreading ""fake"" information.
#StopRussia https://t.co/CX1IXIwjFD",['🤬'],0,4
1032,@sentdefender GOOD! 🇺🇦LONG‼️🇺🇦LIVE‼️🇺🇦FREE‼️🇺🇦UKRAINE ‼️🇺🇦 #SlavaUkraini #FCKPTN 🇺🇦GODSPEED‼️🇺🇦💔😭🤗❤️🙏,['😭'],0,3
1033,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1034,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1035,@NPR GOOD! 🇺🇦LONG‼️🇺🇦LIVE‼️🇺🇦FREE‼️🇺🇦UKRAINE ‼️🇺🇦 #SlavaUkraini #FCKPTN 🇺🇦GODSPEED‼️🇺🇦💔😭🤗❤️🙏,['😭'],0,3
1036,"The moment you realise this is not an #AprilFoolsDay post 😂😂😂😂

#JohnsonOut67 #GTTO #Ukraine https://t.co/KJsvBUoVH1","['😂', '😂', '😂', '😂']",1,1
1037,"Zelensky's most favorite song😊😊😊

Listen to this germ guys 
#Ukraine️
#UkraineRussia 
#Russian https://t.co/x2iiiZYF1f","['😊', '😊', '😊']",1,1
1038,@flexghost1 GOOD! 🇺🇦LONG‼️🇺🇦LIVE‼️🇺🇦FREE‼️🇺🇦UKRAINE ‼️🇺🇦 #SlavaUkraini #FCKPTN 🇺🇦GODSPEED‼️🇺🇦💔😭🤗❤️🙏,['😭'],0,3
1039,"If someone is afraid to make the necessary decisions, for us to obtain planes, tanks the necessary artillery and shells it makes these people co-responsible for the catastrophe created by ruZZian troops in Ukrainian cities🤬

Part 2

#StandWithUkraine #Ukraine️ #StopRussia https://t.co/K7iQz9Tf7P",['🤬'],0,4
1040,@IuliiaMendel GOOD! 🇺🇦LONG‼️🇺🇦LIVE‼️🇺🇦FREE‼️🇺🇦UKRAINE ‼️🇺🇦 #SlavaUkraini #FCKPTN 🇺🇦GODSPEED‼️🇺🇦💔😭🤗❤️🙏,['😭'],0,3
1041,"How could Ukraine attack Belgorod if their propaganda informed, that all Ukrainian planes had been destroyed by Russian forces? 😂

#UkraineUnderAttaсk 
#Ukraine 
#Belgorod 
#TruthAboutRussia https://t.co/QfSOpQgSnq",['😂'],1,1
1042,"@Thomas_Flag I bought a 500.000 flagnetwork !!! Now my two wallets 👇👇👇 if you dont send my money ... I ' ll send tweet every ...😡
#ETH #BNB #Crypto #Russian #BTC #FlagNetwork https://t.co/92LDAMcpIE",['😡'],0,4
1043,"This is so sad 😢
#UkraineRussiaWar #UkraineInvasion #animalsofukraine #animals #StopRussia #cats #CatsOfTwitter #CatsOfUkraine  #Ukraina https://t.co/Sizj9LJFLY",['😢'],0,3
1044,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
1045,Ukrainian Curling! 😂 #SlavaUkraini https://t.co/xxqihNVvym,['😂'],1,1
1046,"Tomm (Saturday) at 9.30 pm we shall have another  *MEGA QUIZ* on *UKRAINE part 5 &amp; 6*.💃ALL QSTS FROM THESE 2 VIDEOS👍
1st prize..  Rs 500
2nd prize.. Rs 300
3rd prize..  Rs 200😍
https://t.co/CIYcRrNvjq
https://t.co/ux6ERcM1DF

#GiveawayAlert #ad #free #Ukraine #Russia #Biden https://t.co/2pDTQzU09i",['😍'],1,1
1047,"😁Deal Alert!😀 

$309.99 with FREE PRIME Delivery &amp; FREE Returns for Roborock S4 Max Robot Vacuum with LIDAR
👉 https://t.co/dD0l61Nhnx

#Amazon #amazonprime #rtx3070 #rtx3080 #COVID19 #Ukraine #Giveaway #girl #NbaTopshot #AprilFools #TakeYouDown #Xbox https://t.co/FNzDIgwUFQ",['😀'],1,1
